experiment,base_scenario,replicate,seed,activation_regime,erk_regime,regime_meaning,lambda_a_T,lambda_a_c,beta_a_R,beta_a_T,lambda_d,beta_d_R,beta_d_T,burn_in_deaths,target_deaths,burn_in_time,analysis_time_span,observed_death_rate_after_burnin,accepted_activations_total,accepted_activations_during_analysis,death_candidates,death_rejected,activation_candidates,activation_rejected,active_center_expirations,erk_zone_expirations,all_proposals,stopped_by_target,n_observed_deaths_analyzed,t_zone_binomial_test_k,t_zone_binomial_test_n,t_zone_area_fraction,t_zone_observed_fraction,t_zone_density_ratio,t_zone_binomial_p_value_greater
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p25,1,17002,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,500,1000,157.19685836824422,311.9890732773806,3.205240457607079,72896,49285,11686,10186,234068,161172,72842,1492,320088,True,1000,579,1000,0.4444444444444445,0.579,1.7191211401425173,9.647931141777522e-18
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p25,2,17003,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,500,1000,142.56123588737137,271.92965996318264,3.677421580769795,63820,41881,10202,8702,207305,143485,63768,1493,282768,True,1000,624,1000,0.4444444444444445,0.624,2.0744680851063824,3.082809139451359e-30
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p25,3,17004,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,500,1000,156.90996926654066,285.9410858516524,3.4972239019851967,68254,43985,11103,9603,221238,152984,68210,1493,302044,True,1000,582,1000,0.4444444444444445,0.582,1.740430622009569,1.835697808477806e-18
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p25,4,17005,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,500,1000,142.66210892142388,300.1014186404144,3.332206840375565,67835,45259,11028,9528,221838,154003,67794,1487,302147,True,1000,619,1000,0.4444444444444445,0.619,2.030839895013123,1.1425539729527616e-28
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p25,5,17006,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,500,1000,166.49594140195535,292.94690967712773,3.413587810508576,69158,45003,11371,9871,229482,160324,69116,1485,311454,True,1000,638,1000,0.4444444444444445,0.638,2.2030386740331487,7.0916337491396e-35
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p25,6,17007,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,500,1000,159.46883879517267,277.1671672268128,3.607930946531178,69867,44084,10767,9267,217371,147504,69822,1491,299451,True,1000,608,1000,0.4444444444444445,0.608,1.9387755102040811,2.234072913876237e-25
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p25,7,17008,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,500,1000,158.97959892744515,272.0684755762484,3.6755452754383726,68469,43440,10864,9364,214813,146344,68414,1483,295574,True,1000,593,1000,0.4444444444444445,0.593,1.8212530712530708,3.0577837962605008e-21
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p25,8,17009,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,500,1000,142.74284036431123,298.8358342092434,3.3463188999609894,69666,48194,11036,9536,221137,151471,69629,1494,303296,True,1000,625,1000,0.4444444444444445,0.625,2.0833333333333326,1.4779426351443492e-30
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p25,9,17010,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,500,1000,165.39741342164294,294.77434346343557,3.3924255016584985,66405,43601,11572,10072,229404,162999,66341,1485,308802,True,1000,623,1000,0.4444444444444445,0.623,2.0656498673740047,6.403222596638276e-30
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p25,10,17011,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,500,1000,138.49548834470127,307.89375573560017,3.2478735972116866,67893,46277,11237,9737,222260,154367,67851,1490,302838,True,1000,592,1000,0.4444444444444445,0.592,1.8137254901960782,5.582867387313631e-21
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p5,1,17102,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,500,1000,102.42681031147707,204.21211405188922,4.896869143355057,46809,31583,15435,13935,153152,106343,46705,1480,216772,True,1000,577,1000,0.4444444444444445,0.577,1.7050827423167845,2.8579862795730186e-17
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p5,2,17103,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,500,1000,123.79463150594333,201.26646578946097,4.968537585620801,51821,32920,16340,14840,162435,110614,51786,1482,232043,True,1000,557,1000,0.4444444444444445,0.557,1.5716704288939047,6.135905708377438e-13
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p5,3,17104,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,500,1000,131.58966247063242,217.20711338393667,4.603900785847624,51740,33360,17511,16011,174167,122427,51686,1485,244849,True,1000,620,1000,0.4444444444444445,0.62,2.0394736842105257,5.594387809913648e-29
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p5,4,17105,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,500,1000,115.22301837657652,203.65585991601387,4.910244175701069,45912,29226,16233,14733,159322,113410,45861,1492,222908,True,1000,594,1000,0.4444444444444445,0.594,1.8288177339901475,1.667923283410924e-21
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p5,5,17106,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,500,1000,113.72280792361082,229.8163827740003,4.351299885280122,51755,35012,17023,15523,172038,120283,51691,1492,242244,True,1000,642,1000,0.4444444444444445,0.642,2.241620111731843,2.8745346235440736e-36
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p5,6,17107,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,500,1000,117.60532917146212,236.83114462579266,4.222417628306697,52765,34937,17855,16355,177155,124390,52691,1492,249193,True,1000,638,1000,0.4444444444444445,0.638,2.2030386740331487,7.0916337491396e-35
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p5,7,17108,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,500,1000,106.70774381737019,213.51916789487714,4.683420274906347,50134,33683,16329,14829,159384,109250,50064,1486,227263,True,1000,591,1000,0.4444444444444445,0.591,1.8062347188264054,1.015147828555154e-20
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p5,8,17109,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,500,1000,102.20344921871067,195.38310378576261,5.118149832937955,46940,32117,14964,13464,149071,102131,46885,1485,212405,True,1000,581,1000,0.4444444444444445,0.581,1.7332935560859184,3.20459650607683e-18
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p5,9,17110,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,500,1000,109.2531895855597,210.21169647158922,4.757109222679021,51368,34831,16090,14590,160402,109034,51277,1478,229247,True,1000,595,1000,0.4444444444444445,0.595,1.8364197530864192,9.060738171082648e-22
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld0p5,10,17111,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,500,1000,119.13409871585407,213.86713312079098,4.67580027565622,51026,33682,16608,15108,166612,115586,50948,1481,235649,True,1000,595,1000,0.4444444444444445,0.595,1.8364197530864192,9.060738171082648e-22
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld1p0,1,17202,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,500,1000,87.87522395864715,181.97175651728088,5.495358286026301,43697,29703,26874,25374,135459,91762,43622,1489,207444,True,1000,593,1000,0.4444444444444445,0.593,1.8212530712530708,3.0577837962605008e-21
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld1p0,2,17203,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,500,1000,84.81259961902853,190.25336405917048,5.256148846277384,43611,30232,27468,25968,137826,94215,43559,1491,210344,True,1000,599,1000,0.4444444444444445,0.599,1.8672069825436406,7.572911711703456e-23
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld1p0,3,17204,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,500,1000,82.9304577329385,156.82128837090693,6.376685272696162,37628,25101,24024,22524,119749,82121,37557,1483,182813,True,1000,605,1000,0.4444444444444445,0.605,1.9145569620253162,1.6168680223620756e-24
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld1p0,4,17205,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,500,1000,77.67773450525397,170.34691216988972,5.870373505817844,39873,26358,24663,23163,124180,84307,39800,1480,190123,True,1000,569,1000,0.4444444444444445,0.569,1.6502320185614845,1.872596532209616e-15
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld1p0,5,17206,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,500,1000,83.47930661954982,160.57309224673827,6.227693482189343,37427,24341,24203,22703,121704,84277,37374,1484,184765,True,1000,623,1000,0.4444444444444445,0.623,2.0656498673740047,6.403222596638276e-30
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld1p0,6,17207,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,500,1000,84.94982326049424,159.3716226114064,6.274642772749362,36876,25122,24490,22990,122476,85600,36823,1483,185272,True,1000,548,1000,0.4444444444444445,0.548,1.5154867256637163,3.2432054797713713e-11
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld1p0,7,17208,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,500,1000,83.38725370282717,163.86356582324836,6.1026378559261385,38725,26195,24699,23199,123596,84871,38651,1485,188431,True,1000,603,1000,0.4444444444444445,0.603,1.898614609571788,5.925439896648793e-24
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld1p0,8,17209,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,500,1000,68.20369058458276,167.50787547669273,5.96986856381652,38087,26853,23590,22090,117481,79394,38055,1482,180608,True,1000,584,1000,0.4444444444444445,0.584,1.754807692307692,5.950671288921793e-19
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld1p0,9,17210,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,500,1000,79.43573713476,172.61592770034588,5.79320815478835,35587,24685,25150,23650,125605,90018,35538,1488,187781,True,1000,601,1000,0.4444444444444445,0.601,1.882832080200501,2.135889327446231e-23
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld1p0,10,17211,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,500,1000,80.84018787848825,161.43258279120047,6.19453633653013,37042,24754,24538,23038,121458,84416,36986,1484,184466,True,1000,619,1000,0.4444444444444445,0.619,2.030839895013123,1.1425539729527616e-28
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld2p0,1,17302,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,500,1000,61.329477615689,140.75872925357166,7.104355128118107,32313,21998,40706,39206,100164,67851,32284,1477,174631,True,1000,537,1000,0.4444444444444445,0.537,1.4497840172786172,2.6804802707028963e-09
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld2p0,2,17303,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,500,1000,67.31396361404606,116.81096824236366,8.560839919802424,27493,17135,37086,35586,91965,64472,27419,1482,157952,True,1000,594,1000,0.4444444444444445,0.594,1.8288177339901475,1.667923283410924e-21
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld2p0,3,17304,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,500,1000,77.9363262633324,132.38367844224808,7.5538012825066385,31998,20802,41700,40200,105094,73096,31975,1477,180246,True,1000,560,1000,0.4444444444444445,0.56,1.5909090909090904,1.5221071867439845e-13
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld2p0,4,17305,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,500,1000,61.83270151085629,146.9149150437052,6.806660846534972,32313,22225,41901,40401,103853,71540,32262,1474,179490,True,1000,587,1000,0.4444444444444445,0.587,1.7766343825665853,1.0652789204078878e-19
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld2p0,5,17306,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,500,1000,63.76593922726431,121.2727013215098,8.2458788260094,29888,18901,36587,35087,91993,62105,29827,1483,159890,True,1000,603,1000,0.4444444444444445,0.603,1.898614609571788,5.925439896648793e-24
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld2p0,6,17307,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,500,1000,73.99717037912743,140.07167256198645,7.1392022506011426,32897,22773,43009,41509,107742,74845,32847,1482,185080,True,1000,579,1000,0.4444444444444445,0.579,1.7191211401425173,9.647931141777522e-18
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld2p0,7,17308,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,500,1000,71.38931754186733,141.4738892009047,7.068442139029039,30657,20368,42430,40930,106244,75587,30608,1477,180759,True,1000,615,1000,0.4444444444444445,0.615,1.9967532467532463,1.9060059803046098e-27
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld2p0,8,17309,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,500,1000,71.5274294970615,125.67436787009176,7.957072050154963,30917,19535,39450,37950,98040,67123,30798,1474,169762,True,1000,601,1000,0.4444444444444445,0.601,1.882832080200501,2.135889327446231e-23
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld2p0,9,17310,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,500,1000,60.61822399536533,148.72275554824455,6.723920601885348,31105,20973,42126,40626,104626,73521,31048,1477,179277,True,1000,600,1000,0.4444444444444445,0.6,1.8749999999999996,4.030108246722848e-23
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld2p0,10,17311,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,500,1000,59.256640329735134,122.45153813073635,8.166496029901577,29708,20043,36084,34584,91164,61456,29659,1484,158391,True,1000,562,1000,0.4444444444444445,0.562,1.6038812785388123,5.890639343734763e-14
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld4p0,1,17402,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,4.0,1.0,0.4,500,1000,69.2014183633371,118.83992142830226,8.414680756948444,27218,17463,75087,73587,94184,66966,27137,1483,197891,True,1000,601,1000,0.4444444444444445,0.601,1.882832080200501,2.135889327446231e-23
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld4p0,2,17403,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,4.0,1.0,0.4,500,1000,58.074974442681615,123.56458291882245,8.092933884274627,27159,18467,72821,71321,90312,63153,27125,1471,191729,True,1000,519,1000,0.4444444444444445,0.519,1.3487525987525983,1.3243921984110556e-06
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld4p0,3,17404,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,4.0,1.0,0.4,500,1000,69.70908122974313,114.25543316487256,8.752319012759619,28211,17902,74081,72581,91109,62898,28152,1472,194814,True,1000,543,1000,0.4444444444444445,0.543,1.485229759299781,2.559154822068401e-10
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld4p0,4,17405,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,4.0,1.0,0.4,500,1000,81.6774208643797,122.57053886412017,8.158567378973382,29702,19460,81813,80313,102114,72412,29659,1479,215065,True,1000,542,1000,0.4444444444444445,0.542,1.479257641921397,3.8228248880600307e-10
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld4p0,5,17406,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,4.0,1.0,0.4,500,1000,61.458519169544644,127.35527577466428,7.852050053814397,28695,19048,75638,74138,93936,65241,28616,1475,199665,True,1000,559,1000,0.4444444444444445,0.559,1.5844671201814056,2.432132160369804e-13
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld4p0,6,17407,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,4.0,1.0,0.4,500,1000,48.030643207646484,108.32180183445215,9.231751900954313,24625,16858,62574,61074,78241,53616,24574,1482,166871,True,1000,568,1000,0.4444444444444445,0.568,1.6435185185185182,3.101893819185914e-15
E1A_fixed_1000_deaths,E1A_strong_ERK_protection_ld4p0,7,17408,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,4.0,1.0,0.4,500,1000,55.429948143609835,112.87766060012939,8.859148875724076,26067,16851,67362,65862,83819,57752,25991,1464,178636,True,1000,558,1000,0.4444444444444445,0.558,1.5780542986425337,3.870774581910679e-13
