scenario,seed,burn_in_time,observation_time_after_burnin,final_time,analysis_time_span,accepted_activations_total,accepted_activations_during_analysis,death_candidates,death_rejected,activation_candidates,activation_rejected,active_center_expirations,erk_zone_expirations,all_proposals,stopped_by_time,n_observed_deaths_analyzed,t_zone_binomial_test_k,t_zone_binomial_test_n,t_zone_area_fraction,t_zone_observed_fraction,t_zone_density_ratio,t_zone_binomial_p_value_greater,experiment,base_scenario,replicate,activation_regime,erk_regime,regime_meaning,lambda_a_T,lambda_a_c,beta_a_R,beta_a_T,lambda_d,beta_d_R,beta_d_T,observed_death_rate_after_burnin
E1B_strong_ERK_protection_ld0p25__rep01,27002,168.80811043580695,61.34990627145835,230.1580167072653,61.34990627145834,34782,9902,5766,5064,114727,79945,34719,698,155910,True,202,114,202,0.4444444444444445,0.5643564356435643,1.6193181818181814,0.00040938846791114554,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p25,1,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,3.292588567392416
E1B_strong_ERK_protection_ld0p25__rep02,27003,146.38639426299008,61.34990627145835,207.73630053444845,61.349906271458366,31256,9790,5160,4473,103958,72702,31198,679,140995,True,187,118,187,0.4444444444444445,0.6310160427807486,2.137681159420289,2.213887636677599e-07,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p25,2,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,3.0480894163484233
E1B_strong_ERK_protection_ld0p25__rep03,27004,156.22811668978466,61.34990627145835,217.578022961243,61.34990627145834,32811,11157,5410,4616,108292,75481,32732,778,147212,True,294,161,294,0.4444444444444445,0.5476190476190477,1.5131578947368418,0.00024302997217400056,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p25,3,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,4.7921833604622295
E1B_strong_ERK_protection_ld0p25__rep04,27005,152.49925594266978,61.34990627145835,213.8491622141281,61.34990627145834,32266,7686,5291,4625,106730,74464,32241,656,144918,True,166,123,166,0.4444444444444445,0.7409638554216867,3.575581395348836,8.567686893541436e-15,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p25,4,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,2.705790604886837
E1B_strong_ERK_protection_ld0p25__rep05,27006,157.14948288679574,61.34990627145835,218.49938915825408,61.34990627145834,33211,9849,5340,4596,109330,76119,33176,736,148582,True,244,147,244,0.4444444444444445,0.6024590163934426,1.894329896907216,5.128213624981108e-07,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p25,5,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,3.9771861903155914
E1B_strong_ERK_protection_ld0p25__rep06,27007,150.0813998331867,61.34990627145835,211.43130610464505,61.34990627145834,33370,9167,5310,4586,106653,73283,33341,710,146014,True,224,146,224,0.4444444444444445,0.6517857142857143,2.3397435897435894,3.3855388244742974e-10,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p25,6,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,3.6511873222569364
E1B_strong_ERK_protection_ld0p25__rep07,27008,164.690643913717,61.34990627145835,226.04055018517533,61.34990627145834,35993,10542,5479,4747,113268,77275,35944,720,155411,True,232,135,232,0.4444444444444445,0.5818965517241379,1.7396907216494841,1.7991444464488557e-05,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p25,7,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,3.7815868694803987
E1B_strong_ERK_protection_ld0p25__rep08,27009,146.51784128154807,61.34990627145835,207.86774755300644,61.349906271458366,32532,8503,5103,4389,103660,71128,32470,707,141940,True,214,126,214,0.4444444444444445,0.5887850467289719,1.7897727272727268,1.553037376789106e-05,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p25,8,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,3.4881878882276074
E1B_strong_ERK_protection_ld0p25__rep09,27010,164.4222792791937,61.34990627145835,225.77218555065207,61.349906271458366,32048,9241,5560,4870,113034,80986,31985,684,151263,True,190,130,190,0.4444444444444445,0.6842105263157895,2.708333333333333,2.2377671460198933e-11,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p25,9,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,3.0969892465572215
E1B_strong_ERK_protection_ld0p25__rep10,27011,165.0791985754746,61.34990627145835,226.42910484693294,61.34990627145834,34453,10384,5682,4940,113444,78991,34420,733,154279,True,242,134,242,0.4444444444444445,0.5537190082644629,1.5509259259259256,0.00041333925389766877,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p25,10,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.25,1.0,0.4,3.944586303509726
E1B_strong_ERK_protection_ld0p5__rep01,27102,118.68199343752691,61.34990627145835,180.03189970898526,61.34990627145835,26616,9015,8985,8200,89903,63287,26569,771,126228,True,285,174,285,0.4444444444444445,0.6105263157894737,1.959459459459459,1.3049927424848505e-08,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p5,1,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,4.645483869835833
E1B_strong_ERK_protection_ld0p5__rep02,27103,100.58688813492984,61.34990627145835,161.93679440638817,61.34990627145834,24046,8757,8205,7482,80456,56410,24009,711,113381,True,223,137,223,0.4444444444444445,0.6143497757847534,1.9912790697674412,2.530987594007267e-07,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p5,2,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,3.6348873788540037
E1B_strong_ERK_protection_ld0p5__rep03,27104,103.95904545494679,61.34990627145835,165.30895172640516,61.349906271458366,24974,8013,8147,7428,82296,57322,24912,713,116068,True,219,132,219,0.4444444444444445,0.6027397260273972,1.8965517241379308,1.8193511988326845e-06,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p5,3,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,3.569687605242271
E1B_strong_ERK_protection_ld0p5__rep04,27105,119.68431678721873,61.34990627145835,181.03422305867707,61.34990627145834,27072,10955,9082,8230,90356,63284,27026,838,127302,True,352,188,352,0.4444444444444445,0.5340909090909091,1.4329268292682924,0.00045143165553463674,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p5,4,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,5.7375800778323285
E1B_strong_ERK_protection_ld0p5__rep05,27106,119.73649346358594,61.34990627145835,181.0863997350443,61.34990627145835,28461,9437,9113,8335,90864,62403,28423,768,129168,True,278,145,278,0.4444444444444445,0.5215827338129496,1.3627819548872178,0.0058663102944811855,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p5,5,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,4.531384266015304
E1B_strong_ERK_protection_ld0p5__rep06,27107,110.96776535998718,61.34990627145835,172.31767163144553,61.34990627145835,25216,10016,8642,7822,86182,60966,25167,811,120802,True,320,183,320,0.4444444444444445,0.571875,1.66970802919708,3.1845757141956262e-06,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p5,6,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,5.2159818889384795
E1B_strong_ERK_protection_ld0p5__rep07,27108,92.35173443908059,61.34990627145835,153.70164071053892,61.34990627145834,26791,9857,7640,6831,76850,50059,26759,798,112047,True,309,193,309,0.4444444444444445,0.6245954692556634,2.0797413793103443,1.4895203872352763e-10,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p5,7,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,5.03668251150622
E1B_strong_ERK_protection_ld0p5__rep08,27109,121.18437779997622,61.34990627145835,182.53428407143457,61.34990627145835,26876,9990,8985,8199,90756,63880,26824,767,127332,True,286,157,286,0.4444444444444445,0.548951048951049,1.5213178294573642,0.00024693150803931557,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p5,8,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,4.661783813238766
E1B_strong_ERK_protection_ld0p5__rep09,27110,115.11507008251469,61.34990627145835,176.46497635397304,61.34990627145835,27479,9992,8842,8060,88235,60756,27415,768,125260,True,282,180,282,0.4444444444444445,0.6382978723404256,2.205882352941176,4.6033401821947325e-11,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p5,9,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,4.596584039627035
E1B_strong_ERK_protection_ld0p5__rep10,27111,115.63892630642428,61.34990627145835,176.98883257788265,61.349906271458366,28176,10285,8759,7958,88357,60181,28103,789,126008,True,301,164,301,0.4444444444444445,0.5448504983388704,1.4963503649635033,0.0002965143018140213,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld0p5,10,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,0.5,1.0,0.4,4.906282964282756
E1B_strong_ERK_protection_ld1p0__rep01,27202,72.74330507645153,61.34990627145835,134.0932113479099,61.34990627145835,21154,9343,13534,12660,67345,46191,21102,866,102847,True,374,221,374,0.4444444444444445,0.5909090909090909,1.805555555555555,9.127579409856579e-09,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld1p0,1,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,6.096178832696848
E1B_strong_ERK_protection_ld1p0__rep02,27203,83.62805290019271,61.34990627145835,144.97795917165107,61.34990627145835,22947,9350,14570,13691,72560,49613,22901,868,110899,True,379,239,379,0.4444444444444445,0.6306068601583114,2.1339285714285707,2.4919559836275074e-13,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld1p0,2,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,6.177678549711511
E1B_strong_ERK_protection_ld1p0__rep03,27204,75.01796638851327,61.34990627145835,136.36787265997162,61.34990627145835,21966,10105,13429,12555,68527,46561,21904,867,104727,True,374,234,374,0.4444444444444445,0.6256684491978609,2.089285714285714,1.436517328302754e-12,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld1p0,3,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,6.096178832696848
E1B_strong_ERK_protection_ld1p0__rep04,27205,79.50698764697879,61.34990627145835,140.85689391843715,61.349906271458366,21463,9641,14035,13163,70988,49525,21395,853,107271,True,372,208,372,0.4444444444444445,0.5591397849462365,1.5853658536585362,5.8666511233284895e-06,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld1p0,4,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,6.063578945890981
E1B_strong_ERK_protection_ld1p0__rep05,27206,83.91172093039104,61.34990627145835,145.2616272018494,61.34990627145835,21812,8090,14473,13599,72868,51056,21764,866,109971,True,374,233,374,0.4444444444444445,0.6229946524064172,2.065602836879432,3.0103114405063968e-12,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld1p0,5,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,6.096178832696848
E1B_strong_ERK_protection_ld1p0__rep06,27207,82.37540468910069,61.34990627145835,143.72531096055906,61.349906271458366,21265,9553,14497,13696,72198,50933,21241,789,108725,True,301,165,301,0.4444444444444445,0.5481727574750831,1.5165441176470584,0.0001924775654562326,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld1p0,6,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,4.906282964282756
E1B_strong_ERK_protection_ld1p0__rep07,27208,92.55413177546093,61.34990627145835,153.90403804691928,61.34990627145835,23326,9267,15282,14489,76641,53315,23275,772,115970,True,293,166,293,0.4444444444444445,0.5665529010238908,1.6338582677165352,1.801632918710714e-05,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld1p0,7,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,4.775883417059295
E1B_strong_ERK_protection_ld1p0__rep08,27209,78.14394657448562,61.34990627145835,139.493852845944,61.349906271458366,24056,11330,13774,12919,69705,45649,23998,838,108315,True,355,195,355,0.4444444444444445,0.5492957746478874,1.5234374999999996,4.668011059697838e-05,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld1p0,8,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,5.786479908041124
E1B_strong_ERK_protection_ld1p0__rep09,27210,88.48187332535353,61.34990627145835,149.83177959681188,61.34990627145835,21940,8506,15014,14214,75244,53304,21912,783,112953,True,300,176,300,0.4444444444444445,0.5866666666666667,1.7741935483870963,5.269702057593765e-07,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld1p0,9,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,4.889983020879824
E1B_strong_ERK_protection_ld1p0__rep10,27211,102.78916827316296,61.34990627145835,164.1390745446213,61.34990627145835,24473,10539,16314,15473,81727,57254,24377,832,123250,True,341,191,341,0.4444444444444445,0.5601173020527859,1.5916666666666663,1.180745827215747e-05,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld1p0,10,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,1.0,1.0,0.4,5.558280700400068
E1B_strong_ERK_protection_ld2p0__rep01,27302,88.70117774468937,61.34990627145835,150.05108401614774,61.349906271458366,21066,8942,29927,28973,75134,54068,21042,932,127035,True,454,267,454,0.4444444444444445,0.5881057268722467,1.7847593582887695,5.632290573379521e-10,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld2p0,1,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,7.400174304931466
E1B_strong_ERK_protection_ld2p0__rep02,27303,62.39382978699625,61.34990627145835,123.7437360584546,61.34990627145835,20419,10673,24629,23621,62170,41751,20341,982,108122,True,508,293,508,0.4444444444444445,0.5767716535433071,1.703488372093023,1.4746478141087534e-09,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld2p0,2,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,8.280371248689836
E1B_strong_ERK_protection_ld2p0__rep03,27304,71.31077331022985,61.34990627145835,132.6606795816882,61.349906271458366,21095,9929,26401,25431,66428,45333,21024,949,114802,True,470,288,470,0.4444444444444445,0.6127659574468085,1.9780219780219777,1.7270808417957601e-13,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld2p0,3,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,7.66097339937839
E1B_strong_ERK_protection_ld2p0__rep04,27305,72.81564547339846,61.34990627145835,134.16555174485683,61.349906271458366,21000,9735,26780,25830,67031,46031,20937,920,115668,True,450,243,450,0.4444444444444445,0.54,1.4673913043478257,2.9519557374276863e-05,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld2p0,4,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,7.334974531319735
E1B_strong_ERK_protection_ld2p0__rep05,27306,67.37110849447518,61.34990627145835,128.72101476593355,61.349906271458366,20211,10285,25752,24767,64159,43948,20174,972,111057,True,485,265,485,0.4444444444444445,0.5463917525773195,1.505681818181818,4.190997469900364e-06,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld2p0,5,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,7.905472550422381
E1B_strong_ERK_protection_ld2p0__rep06,27307,63.67051361666795,61.34990627145835,125.0204198881263,61.34990627145835,16775,8334,25044,24100,62124,45349,16703,919,104790,True,444,283,444,0.4444444444444445,0.6373873873873874,2.197204968944099,2.3530987533361016e-16,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld2p0,6,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,7.23717487090214
E1B_strong_ERK_protection_ld2p0__rep07,27308,76.48338393224921,61.34990627145835,137.83329020370758,61.349906271458366,19162,8898,27747,26753,69248,50086,19102,963,117060,True,494,284,494,0.4444444444444445,0.5748987854251012,1.69047619047619,4.028500651972576e-09,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld2p0,7,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,8.052172041048776
E1B_strong_ERK_protection_ld2p0__rep08,27309,63.68536030442132,61.34990627145835,125.03526657587967,61.34990627145835,19595,9354,24763,23889,62804,43209,19526,860,107953,True,374,219,374,0.4444444444444445,0.5855614973262032,1.766129032258064,2.982359969600824e-08,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld2p0,8,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,6.096178832696848
E1B_strong_ERK_protection_ld2p0__rep09,27310,64.08439801957702,61.34990627145835,125.43430429103537,61.34990627145835,16926,8944,25169,24233,62930,46004,16863,914,105876,True,436,249,436,0.4444444444444445,0.5711009174311926,1.6644385026737962,7.464446899751137e-08,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld2p0,9,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,7.106775323678678
E1B_strong_ERK_protection_ld2p0__rep10,27311,63.263228646014,61.34990627145835,124.61313491747235,61.34990627145835,21371,10627,24784,23849,62427,41056,21345,922,109478,True,435,243,435,0.4444444444444445,0.5586206896551724,1.5820312499999996,1.1484995112078455e-06,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld2p0,10,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,2.0,1.0,0.4,7.090475380275746
E1B_strong_ERK_protection_ld4p0__rep01,27402,55.38819426080841,61.34990627145835,116.73810053226677,61.34990627145836,17657,10142,46749,45662,58083,40426,17616,1051,123499,True,587,343,587,0.4444444444444445,0.5843270868824532,1.7571721311475408,7.230447248504723e-12,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld4p0,1,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,4.0,1.0,0.4,9.568066777521523
E1B_strong_ERK_protection_ld4p0__rep02,27403,58.150295171108766,61.34990627145835,119.50020144256712,61.34990627145835,16960,8265,48019,47039,59617,42657,16909,956,125501,True,480,291,480,0.4444444444444445,0.60625,1.9246031746031744,8.012777086519559e-13,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld4p0,2,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,4.0,1.0,0.4,7.823972833407719
E1B_strong_ERK_protection_ld4p0__rep03,27404,65.53221420679279,61.34990627145835,126.88212047825114,61.34990627145835,18683,8881,50422,49336,63108,44425,18606,1063,133199,True,586,338,586,0.4444444444444445,0.5767918088737202,1.703629032258064,8.798031882771494e-11,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld4p0,3,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,4.0,1.0,0.4,9.55176683411859
E1B_strong_ERK_protection_ld4p0__rep04,27405,71.0217496238881,61.34990627145835,132.37165589534646,61.349906271458366,19490,9081,52866,51778,66399,46909,19454,1068,139787,True,588,336,588,0.4444444444444445,0.5714285714285714,1.6666666666666663,4.367486259581744e-10,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld4p0,4,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,4.0,1.0,0.4,9.584366720924454
E1B_strong_ERK_protection_ld4p0__rep05,27406,53.82087480219558,61.34990627145835,115.17078107365393,61.349906271458345,18602,10328,46005,44944,57688,39086,18509,1028,123230,True,561,325,561,0.4444444444444445,0.5793226381461676,1.7213983050847455,9.959035175089915e-11,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld4p0,5,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,4.0,1.0,0.4,9.144268249045274
E1B_strong_ERK_protection_ld4p0__rep06,27407,59.253397513218204,61.34990627145835,120.60330378467656,61.34990627145835,20279,10615,47858,46794,60356,40077,20196,1032,129442,True,564,321,564,0.4444444444444445,0.5691489361702128,1.6512345679012341,1.882272290994286e-09,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld4p0,6,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,4.0,1.0,0.4,9.19316807925407
E1B_strong_ERK_protection_ld4p0__rep07,27408,56.38363186977589,61.34990627145835,117.73353814123425,61.34990627145836,19206,10079,46644,45567,59257,40051,19122,1033,126056,True,577,322,577,0.4444444444444445,0.5580589254766031,1.578431372549019,2.8402000362044565e-08,E1B_fixed_physical_time,E1B_strong_ERK_protection_ld4p0,7,medium_activation,strong_ERK_protection,"large ERK radius, long ERK lifetime",0.5,0.005,2.5,3.0,4.0,1.0,0.4,9.405067343492195
